id,type,text1,text2,text3,notes
csp_shadow,SHIP,"A combat capable version of the Revenant, the Shadow, much like its destroyer counter part, the Spectre, has some of it's cargo space converted into a hangar for Terminator drone. While it's slightly better equipped than the Spectre, it still doesn't compare to the more traditional cruisers in the Tri-Tachyon lineup in terms of prolonged engagments.",,,
csp_thanatos,SHIP,"Another post-collapse design by the Hegemony, the Thanatos represents the best traits of both a warship and a carrier, being able to handle frontline engagements well while also giving much needed fighter support to a XIV fleet's lineup.",,,
csp_melinoe,SHIP,"Yet another post-collapse design by the Hegemony, the Melinoe-class frigate is special due its usage of a phase skimmer, a system commonly seen on higher tech ships like the wolf. With a powerful layout and durable armor, this ship makes for a great escort and flanker for hit and runs or harassing bigger ships with its phase skimmer ",,,
csp_pyramid,SHIP,"""Holy Jesus, what is that? What the fuck is that?""",Unidentified Vessel,Unidentified Vessel,
csp_cutlet,SHIP,"""Sir, I believe we have encountered the first one of these... things with a visable hanger...""",Unidentified Vessel,Unidentified Vessel,
csp_boron,SHIP,"""You people cant see this right?""",Unidentified Vessel,Unidentified Vessel,
csp_bravais,SHIP,"""Crap, Incoming fighters! They seem way different to the ones we have fought before.""",Unidentified Vessel,Unidentified Vessel,
csp_shocktrooper,SHIP,The Shocktrooper is a heavily armored destroyer that trades firepower for more armor than most in its class. It hold the frontline throughout a long drawn out fight.,,,
csp_thornbill,SHIP,"What happens when you allow an Alpha Core access to a blueprint and allow it to make improvements and refinements unsupervised? The Thornbill is what, a result of some of Tri-Tachyon's Alpha Cores gaining access to the Falcon's design and making a radical series of improvements that converted it into a missile destroyer capable of replenishing its ammo mid-battle",,,
csp_MidlineMech,SHIP,"The Cetan is a mech developed by Sindrian Diktat scientists. This particular model is built for export. Made using parts salvaged from countless ships and mechs belonging to the ArmaA Corporation. Its Buster Assault rifle allows the Cetan to take on destroyers and cruisers and hold its own. However, its otherwise light secondary armaments means it relies heavily on its main weapon for damage.",,,
csp_LG_Mech,SHIP,"An upgraded verison of the Cetan, used exclusively by the Sindrian Diktat's Lion Guard. Constructed from better parts, the Cetan (LG) is a favorite among the Guard for various of reasons, including but not limited to: the design, its destructive capability, and its potential in Diktat propaganda",,,
csp_advocator,SHIP,"A carrier primarily used by the Luddic Church, the Advocator is a older carrier design dating back to around the same time of ships like the Vanguard or Invictus. It possesses a remote damper field that provides the fighters with dramatically increased survivability, allowing them to escape combat or engage under heavy PD fire without taking too much damage while the main ship provide support with its uncommonly large weaponary for a ship in its role",,,
csp_motorhead,SHIP,"Constructed using the Vanguard P as the foundation,The Motorhead is able to take a hell of a beating while being able to dish out as much as it takes. It can easily take on frigates and even some destroyers but the lack of shield still proves to be fatal in some situations even though it's equipped with a Damper Field.",,,
csp_slicer,SHIP,"A Frigate developed as a mainly energy platform, the Slicer is powerful foe to other frigates that cant handle the power of its many energy weapons shooting it. Thought if one can survive long enough under fire, the slicer inability to leave much room for shield flux along with low durable hull leaves it wide open for a counter attack.",,,
csp_ruination,SHIP,"A newer addition to the Midline family, the Ruination is fragile, not armed with much and doesnt have much to its name. But the speed and strength of its torpedo  launchers along with built in autoforge capability to produce more ammo makes it excellet support against large ships such as a Dominator or Conquest.",,,
csp_dijeh,SHIP,"An old mech, the Diaz doesnt have any of the fancy weaponry as its much new counterparts. But what it does have is reliabilty. Reliable weapons that have proven to be effective in combat. Paired with its tough armor for a Strikecraft, its a favorite of veteran suit pilots.",,,
csp_heliadaexivp,SHIP,"This Heliadae has been modified and given spare Fourtheeth Battlegroup armor plating by ex-Hegemony pirates to give it feeling of authority. Thought, this is only a feeling and doesnt not have any actual connections to either the Hegemony or the Battlegroup nor is it constructed from the forges of the Hegemony to be a true Battlegroup Ship. But the fleets it preys on doesnt know these facts. ",,,
csp_motorheadxivp,SHIP,"This Motorhead has been modified and given spare Fourtheeth Battlegroup armor plating by ex-Hegemony pirates to give it feeling of authority. Thought, this is only a feeling and doesnt not have any actual connections to either the Hegemony or the Battlegroup nor is it constructed from the forges of the Hegemony to be a true Battlegroup Ship. But the fleets it preys on doesnt know these facts. ",,,
csp_manticorexivp,SHIP,"This Manticore has been modified and given spare Fourtheeth Battlegroup armor plating by ex-Hegemony pirates to give it feeling of authority. Thought, this is only a feeling and doesnt not have any actual connections to either the Hegemony or the Battlegroup nor is it constructed from the forges of the Hegemony to be a true Battlegroup Ship. But the fleets it preys on doesnt know these facts. ",,,
csp_advocatorxivp,SHIP,"This Advocator has been modified and given spare Fourtheeth Battlegroup armor plating by ex-Hegemony pirates to give it feeling of authority. Thought, this is only a feeling and doesnt not have any actual connections to either the Hegemony or the Battlegroup nor is it constructed from the forges of the Hegemony to be a true Battlegroup Ship. But the fleets it preys on doesnt know these facts. ",,,
csp_shocktrooperxivp,SHIP,"This Shocktrooper has been modified and given spare Fourtheeth Battlegroup armor plating by ex-Hegemony pirates to give it feeling of authority. Thought, this is only a feeling and doesnt not have any actual connections to either the Hegemony or the Battlegroup nor is it constructed from the forges of the Hegemony to be a true Battlegroup Ship. But the fleets it preys on doesnt know these facts. ",,,
csp_ruinationxivp,SHIP,"This Ruination has been modified and given spare Fourtheeth Battlegroup armor plating by ex-Hegemony pirates to give it feeling of authority. Thought, this is only a feeling and doesnt not have any actual connections to either the Hegemony or the Battlegroup nor is it constructed from the forges of the Hegemony to be a true Battlegroup Ship. But the fleets it preys on doesnt know these facts. ",,,
csp_hesperidesxivp,SHIP,"This Hesperides(P) has been modified and given spare Fourtheeth Battlegroup armor plating by ex-Hegemony pirates to give it feeling of authority. Thought, this is only a feeling and doesnt not have any actual connections to either the Hegemony or the Battlegroup nor is it constructed from the forges of the Hegemony to be a true Battlegroup Ship. But the fleets it preys on doesnt know these facts. ",,,
csp_enkindle,SHIP,"The Enkindle-class Droneship Heavy Cruiser is either a Remnant mockery of the Domain’s venerable Dominator-class, or the result of Tri-Tachyon meddling and experimentation with old Dominator wrecks turned into horrible, unfeeling killing machines. Swapping the large hardpoints to turrets, the Enkindle maintains as much firepower and staying power as the Dominator it's based on. Further modification of the weapon systems have enhanced its role as a heavy point defense platform for Remnant battlefleets, in addition to its usual role as fleet anchor.",,,
csp_deputy,SHIP,"A flying slab of armor, the deputy is a old mech design that was brought back after the collapse along with other old designs like the Vanguard and Invictus. Like the aforementioned dreadnaught, the deputy uses a similar armor design on a smaller frame with enough updates to the design that allow for the installation of very small shield generator onto the mech. Much like other old designs brought back into service, the deputy is only commonly seen by the Luddich Church and sometimes the Hegemony",,,
csp_phasetus,SHIP,"To call whatever occurred to this once normal Invictus-class dreadnought mere ""modifications"" would be a grave understatement, like how the fall of a glittering orbital was only a 'slight inconvenience' to Mayasura, or how Andrada's Rebellion against the Hegemony was only a 'mild disagreement'.

Phase rings have been stamped into the hull in a haphazard fashion, circular ring trenches squiggling across the surface like the scrawlings of a child in worship of the Sacred Circle. These rings - somehow - work in unison, allowing this beyond ancient ship to bridge itself into p-space without the hull tearing the ship apart upon diving, and without the phasic backwash instantly frying the brains of the crew on board.

Worryingly, this cursed hulk is of unknown origin. The heretical Knight of Ludd in possession of this craft was originally sighted in possession of a stolen, intact Invictus, and the timespan in between the original sighting and now is far too short for a large scale overhaul to be completed. The only possible answer seems too impossible of an logistical hurdle and credit sink for whatever is left in the sector...Or this thing's existence is far older than previously thought and reported and goes back to perhaps even pre-collapse. 

Whatever the case, the Church would rather see the elimination of the problematic tech-heretic at the helm of one of their sacred dreadnoughts.""",,,
csp_stheno,SHIP,"The Stheno-class cruiser is a fast, high-tech warship developed by Tri-Tachyon to dominate heavy engagements and overwhelm larger targets with concentrated energy weaponry. As the larger counterpart to the Medusa-class destroyer, it inherits key traits such as the advanced Phase Skimmer system while expanding on its combat capabilities.","Though often seen as an upscaled Medusa, the Stheno also draws comparisons to the Hegemony's Onslaught-class, notably featuring built-in anti-matter blasters where the Onslaught mounts its thermal pulse cannons. Others view it as the heavy partner to the Aurora-class cruiser: while the Stheno anchors the frontline and absorbs enemy attention, the Aurora exploits flanking opportunities to devastating effect. This synergy has earned the Stheno high regard within Tri-Tachyon fleets and among mercenaries throughout the sector.",,
csp_xivbrilliant,SHIP,"""Sir, we have never encountered anything like this. It was able to survive our barrage of missiles with ease!""
""But the military file on the these automatons say these things lack the armor needed to do such a thing, let alone with such ease""
""Captain! A Cruiser-class Ship is approaching our position. It's using we have never seen these weapons before, we have nothing in the database on it""
""Raise the shields!, This ship has fought in countless battles for centuries, It will not fall now to these ""Remnants"" of the Ai wars. Engage!""
""-Recovered from what little remains of the database in the carcass of the Onslaught(XIV)-Class Battleship ""Pride of the Xivth"". The ship was one of the few ships from the original fourteenth battlegroup that was still in use up to now. When found, all that was left was a hollow husk with absolutely no survivors.""",,,
csp_xivfulgent,SHIP,"This codex entry has no info on this ship, You can help by expanding it",,,
csp_xivcoelum,SHIP,"""It's like their armor was composed of some material that was made specifically to counter our weaponry...""",,,
csp_xivscintilla,SHIP,"This codex entry has no info on this ship, You can help by expanding it",,,
csp_xivglimmer,SHIP,"This codex entry has no info on this ship, You can help by expanding it",,,
csp_xivlumen,SHIP,"This codex entry has no info on this ship, You can help by expanding it",,,
csp_ravelinxiv,SHIP,"Developed as a top secert prototype, this Ravelin is different from your normal standard station Ravelins. Not only in the fact that it does not need to be connected to a station to function, after falling into the hands of a special group of automatons, it was remodeled and had exotic compontents installed into it that allowed it to deploy a Normal Ravelin from seemingly no way to it's side and escort it. ",,,
csp_knifeclaw,SHIP,"Made from a collaboration between the Persean League and Tri-Tachyon, the Knifeclaw represents the best of both worlds, coming packed with a shield generator and IR pulse lasers that give it great universal use against all but the biggest ships.",,,
csp_Dagclaw,SHIP,"Made from a collaboration between the Persean League and Tri-Tachyon, the Dagclaw, unlike it's high tech counterpart the Knifeclaw, doesn't have as good shields but has more armor and superior anti-fighter capabilities. Seen by some as the ""Broadsword 2.0"".",,,
csp_mini_trident,SHIP,"Using spare parts from the Trident and some free time, some Tri-Tachyon engineer managed to make a small fighter drone that can't take too many hits, but is cheap and can shield itself with flux to spare. Giving Tri-Tachyon a balanced, general use fighter. Needless to say, that engineer earned himself a promotion.",,,
csp_Quant,SHIP,"Seeing a need for an anti-fighter platform, the Quant was designed to not only to kill fighters easily, but also take abuse itself, making this ship a devil against fighters and bombers alike, Not that bigger ships should ignore the Quant either.",,,
csp_fantia,SHIP,"The Fantia is an old Salvage drone which had its salvaging capabilities removed in exchange for 2 vulcan cannons. Thankfully, its durablility and cost remained unchanged, making it an easy choice when a normal mining drone just won't cut it.",,,
csp_gusto,SHIP,"Designed to be an upgrade to the Fantia Heavy drone, the Gusto is much more armored than a normal Fantia drone. However, it takes more time to rebuild and is considered a prototype so only a select number of ships has access to it.",,,
csp_scattershot,SHIP,"Designed as a new type of bomber, the Scattershot uses a downscaled Hellbore cannon called the Doombore which, compared to the Hellbore, has less range, less damage, and is limited to 3 shots, while still offering the same benefits of a hellbore, and giving fleets another form of bombardment besides the Piranha. ",,,
csp_vicviper,SHIP,"A Super Fighter designed to kill Frigates and bigger, uilitizing the Terminator Core technology used in the Terminator Drone. By combining downscaled Tachyon Lances with the largest fighter in the high tech lineup, the Trident, and the power of the Terminator Core, the Vic Viper can uilitze the powerful Option Lances to kill ships easily above its paygrade. However, due to the size of the lances and limitations of the core, the fighter can only fire the lances a few times before running out of charges. In addition, the fighter requires heavy maintenance and extensive equipment, which makes fielding the fighter limited to only dedicated carriers or ships with enough spare equipment to use.",,,
csp_optiondrone,SHIP,"A drone designed specifically for the experimental Vic Viper, it comes equipped with the prototype Drone Lance, specifically designed to break shields so the main craft can take out the enemy ship.",,,
csp_falchionb,SHIP,"A super Bomber developed after the Vic Viper project, while not as ambitious in terms of design compared to the Vic Viper, the Falchion nevertheless gives great assistence to any ship with its Breachs SRMs and Sabot SRMs. ",,,
csp_lordbritish,SHIP,"Yet another fighter designed after the Vic Viper project, This time, the fighter is equipped with a prototype weapon designed specifically for it that gives it the ability to offer fire supprt to any ship that happens to be nearby. Comes equipped with a interdictor array to help catch fleeing or agile ships.",,,
csp_jadeknight,SHIP,"The final super fighter designed after the Vic Viper project that was influenced by it, using a old design of VIC's Asmoday as a foundation, The Jade knight unlike the 3 before it, while simple in what it does, does it really well. Designed to intercept fighters and bombers, the Jade Knight is specifically made to ensure that it comes out on top against any opposing fightercraft.",,,
csp_MidlineMechDrone,SHIP,"The Laser Bits are custom drones designed to support Cetan-class Mechs. Armed with Pulse Lasers, the bits are a simple but effective form of additional firepower.",,,
csp_luminous,SHIP,"The Luminous is a heavy frigate that in place of more common hardpoint mounts, utilizes a pair of interchangeable ""arms"" to mount far heavier than normal weapon systems than would be sane on a frigate. However, due to size, power output and flux grid constraints, these weapon systems are far weaker than their full sized counterparts. Nevertheless, the Trans-Am system allows them to temporarily surpass their larger bretheren and inflict catastrophic damage to ships of all sizes using the various options available to it.",,,
csp_luster,SHIP,"A perhaps frightening sight, the Luster is a drone version of a Cataphract. Boasting powerful weaponry and hefty flux grid, it pays for this by not posessing any advanced firepower boosting systems, only having Plasma Jets. ",,,
csp_torch,SHIP,"The Torchwood is a heavy duty, large capacity, dedicated Drone Supercarrier. A sight that no spacer would ever want to see in any number of lifetimes, the Torch posesses enough bays to rival or, counting its built-in Luster Mechs, surpass the dreaded Astral-class Supercarrier. But where the Astral excels in bomber capability and striking power with its Recall Device and Large Missile mounts, the Torchwood is more ambivalent, equally capable in fighter supremacy and bomber strikes, foregoing any offense fighter boosting systems for a Damper Feed and the large missiles for an array of medium missile and synergy mounts, allowing it to better defend itself in close quarters while providing missile support, depending on choice of weapons.",,,
csp_luster_fighter,SHIP,"Found primarily on the Torchwood-class Drone Supercarrier, this fearsome mech is bristling with weapons and posesses a very strong shield, allowing it to engage all manner of targets, from fighters and bombers to frigates and destroyers but will falter heavily in the face of cruisers, capital ships and dedicated anti-fighter destroyers.",,,
csp_ignite,SHIP,"An autonomous AI fighter-bomber, the Ignite carries a mix of Breach SRMs that provide a screen for its main payload of 2 Harpoon MRMs to hit their target without being intercepted by Point Defense. It excels at its role and it is rumored that the Tri-Tachyon Corporporation used the Ignite as the basis of one of their secret projects...",,,
csp_Diaphan,SHIP,"A remnant of the autonomous AI fleets developed by the Tri-Tachyon Corporation. Illegal under Domain (and Hegemony) law, and an abomination to the Church of Galactic Redemption, the First AI War saw these creations purged from the Sector. At least that is how the official histories tell it.

A attempt at an replication of a high tech destroyer that may have existed at one point or another in the sector's history by the autonomous AIs, the Diaphan is a frightening ship to go against on the battlefield due to its uilitization of a Quantum Disruptor along with its powerful armaments allowing it to inflict heavy damage to any fleet going against it",,,
csp_strahlen,SHIP,"A remnant of the autonomous AI fleets developed by the Tri-Tachyon Corporation. Illegal under Domain (and Hegemony) law, and an abomination to the Church of Galactic Redemption, the First AI War saw these creations purged from the Sector. At least that is how the official histories tell it.

The Strahlen is an unusual craft seen in autonomous AI fleets, utilitzing specialized built-in Luz drones to provide the main ship with supporting fire and protection from enemy fighters with their IR Autolances, along with a support wing of Wasp drones",,,
csp_licht,SHIP,"A remnant of the autonomous AI fleets developed by the Tri-Tachyon Corporation. Illegal under Domain (and Hegemony) law, and an abomination to the Church of Galactic Redemption, the First AI War saw these creations purged from the Sector. At least that is how the official histories tell it.

The Licht is a escort craft designed to operate best when linking up with bigger ships in the fleet, providing missile and fire support against smaller craft swarming the Licht's escort.",,,
csp_luz,SHIP,"An autonomous AI fighter, a built-in fighter armed with a IR autolance to support their main ship against fighters and smaller ships",,,
csp_makoLG,SHIP,"A Lion's Guard modified Mako-class Heavy Bomber, the Mako LG trades the original's weapon systems for a pair of integrated Proximity Charge Launchers, boasting an autloader fed by a high-capacity magazine that allows it to deliver heavy payloads quickly and retreat to allow the integrated munitions forge to reload the magazines before diving in again. Additionally posessing a medium energy slot with which to assist its attack runs, the Mako LG foregoes the original's system as well in favor of cannister flak to ward off hostile fighter assaults or missile salvoes, solving its problem of lack of PD, even if not always effective at eliminating all incoming missiles or fighters. As with all Lion's Guard ships, posesses Multi-Layered Shields and Solar Shielding.",,,
csp_fisheagleLG,SHIP,"A Heavy Frigate of Lion's Guard design, the Fisheagle is heavily armed for its size, boasting two medium mounts with which to pummel enemy frigates and harass destroyers and cruisers. Its fairly small flux grid leaves it vulnerable to overloading if its captain chooses to go overboard on flux-heavy weaponry, however.",,,
csp_stringrayLG,SHIP,"A Lion's Guard modified Stingray-class Light Battlecarrier, the Stingray LG features modified weapon mount types but besides the standard issue Solar Shielding and Multi-Layered shielding modifications universal to all Lion's Guard hulls, it is practically identical to its Persean League counterpart.",,,
csp_moralistlg,SHIP,"A Lion's Guard modified Puritan-class destroyer, the Puritan has had its weapons mount changed to be able to use energy weaponary, along with several compoenents of the ship being upgraded up to the standards of the Lion Guard, becoming a strong energy weapon mounting destroyer broadsider in combat",,,
csp_kindlingLG,SHIP,"A Lion's Guard modified Kindling-class Support Carrier, the Kindling LG comes standard with a Xyphos Support Fighter wing built-in LPC and a modular bay. Armed with two medium Synergy hardpoints, it is designed to provide long range missile or beam support and avoid direct combat at all costs. Its Reserve Deployment system allows it to deploy additional fighters to boost its firepower. As with all Lion's Guard ships, posesses Multi-Layered Shields and Solar Shielding.",,,
csp_manticorelg,SHIP,"A unusual choice to receive modifications by the Lion Guard, the Manticore (LG) has received a sigifiant improvement to its flux systems, allowing it to use energy weaponry without leaving it vulnerable to overloading easily. In addition, it has been given Advanced Optics to boost the strength of beam weapons on it, giving it niche role of long range support not often found in destroyers.",,,
csp_whitefinlg,SHIP,"An experimental Alternation of the standard Hammerhead and Hammerhead (Lg), the Whitefin focuses mainly on close range energy weaponry and uses its powerful flux stats to power through enemies. It has been equipped with High Scatter Ampifer, powering up the beam weapons it normally may avoid using and suprising any ship underestimating the power of beam weapons.",,,
csp_bonnetheadlg,SHIP,"A Lion's Guard modified Bonnethead-class Assault Cruiser, the LG variant swaps the ballistic weaponry for a heavy emphasis on energy weapons, swapping the system for High Energy Focus and most of the offensive mounts to synergy or hybrid type to assist in close range combat, allowing it to overpower its enemies via raw firepower of energy weapons but care should be taken not to overstress its flux grid. As with all Lion's Guard ships, posesses Multi-Layered Shields and Solar Shielding.",,,
csp_brazaskLG,SHIP,"A Lion's Guard modified Brazask-class Cruiser, which in itself is a modified Aurora, the Brazask LG swaps the original's mounts for a much more heavy emphasis on energy weapons, swapping the large and medium hardpoints's mount types to energy and the frontal turrets to hybrid, allowing a savvy captain to choose to go all in on heavy energy firepower to take advantage of High Energy Focus or a balanced mix of energy and ballistics, with the back turrets swapped to composite slots to allow for either point defense or in addition to an all in fitting via missiles to further enhance the already stupendous firepower with even more firepower. As with all Lion's Guard ships, posesses Multi-Layered Shields and Solar Shielding.",,,
csp_viperlg,SHIP,"A modification of the Serpent-class cruiser, the Lion's Guard has changed the weapon mounts of the ship to better fit within the guard's energy weapon heavy doctrine, along with bringing the specs up to par",,,
csp_owlLG,SHIP,"A Lion's Guard modified Owl-class Cruiser, converted to use mainly energy weapons and changed its jets for the powerful high energy fire",,,
csp_skystrikerLG,SHIP,"A Lion's Guard modified Skysplitter-class Battlecruiser. Dubbed the Skystriker, this Battlecruiser emphasises speed and fighter firepower as it foregoes the signature High Energy Focus system for a long lasting speed and mobility boost in the form of Mobilize Engage along with deployment of some of its fighter reverses, but its back turrets were modified to support energy weapons in addition to ballistic weapons. As with all Lion's Guard ships, posesses Multi-Layered Shields and Solar Shielding.",,,
csp_garudalg,SHIP,"Upgraded with the signature Lion Guard package, this Garuda class battlecruiser boasts insane potential firepower on a fast and durable platform in the diktat's line-up due to its numerous missile points and the ability to replenish ammo in prolonged fights. Raising above the spites of the oringial Arulite engineers.",,,
csp_xivlux,SHIP,"This codex entry has no info on this ship, You can help by expanding it",,,
csp_xivspark,SHIP,"This codex entry has no info on this ship, You can help by expanding it",,,
csp_xivwasp,SHIP,"""how the fuck did that Wasp survive, Wasps weren't this durable in those training drills, what the fuck is it made of?""",,,
csp_xivflash,SHIP,"""Im sorry, what did you just say that automated bomber just launched? A harpoon? ",,,
csp_xivclaw,SHIP,"This codex entry has no info on this ship, You can help by expanding it",,,
csp_verglas,SHIP,"""I never saw this model before, what does it do-,Shit Breach SRMs incoming! Evasive maneuvers!""",,,
csp_taclaserShort,WEAPON,"A tactical laser that has been modified to have a slightly shorter range, but with slightly higher damage, and lower flux cost.",,,
csp_doombore,WEAPON,"A downscaled hellbore cannon, made specifically for fighters/bombers.",,,
csp_breachgun,WEAPON,"Using some experimental techology, weaponizes sound and uses it to destroy armor and hull.",,,
csp_option_lancemk2,WEAPON,"An upgraded verison of the normal Vic Viper's Option Lance. Unlike the Mk1, this weapon isn't limited to 4 shots. However the upgrades have made it so that it outputs less damage and costs more flux to fire. ",,,
csp_dronelance,WEAPON,"A specicalized verison of the phase lance, made specifically to break shields.",,,
csp_option_lance,WEAPON,"An experimental downscaled Tachyon lance, uilitizing newly rediscovered upgrades to increase the Tachyon's lance firepower while lowering flux cost,the still inperfect Option lance manages to do both but due to the experimental nature of it, can only fire 4 times before needing to recharge to prevent breaking.",,,
csp_built_in_breach_srm,WEAPON,"A Breach SRM built into the ship, allowing it to have a autoforge built in to allow build missiles during a battle",,,
csp_Buster_Rifle,WEAPON,"A custom weapon built into a Cetan class mech, using salvaged TPC machinery, it fires highly damaging bolts to both shields and armor if not avoided but has a lengthy recharge period and high flux cost.",,,
csp_HeadBeam,WEAPON,A Burst PD Laser bulit into the head of the Cetan. Provides point defense from missiles for the mech.,,,
csp_LG_Buster_assault,WEAPON,An upgraded verison of the normal Buster Assault used by the Lion Guard variant of the Cetan. Generates less flux per shot and has a faster recharge time but its firepower is the same as the export model.,,,
csp_LGHeadBeam,WEAPON,"Used by the Lion Guard, This variant of the head beam trades damage for an increased charge capacity.",,,
csp_piratelance,WEAPON,"A modification of a standard Cetan head, swapping out the original Burst PD Laser for a downscaled Phase Lance, making for a nasty surprise to unaware or unknowing Civilian/Trader ships.",,,
csp_Mark9arm,WEAPON,"An arm constructed for the Cetan-Class Mech fitted with a downscaled Mk IX autocannon which, due to size constraints, lacks the power of a full sized Mk IX but as a result generates less flux in return.",,,
csp_squallburst,WEAPON,An arm constructed for the Cetan-Class Mech fitted with a Thumper modified to fire Squall MLRS missiles. The Squall Launcher shoots a sextuple burst of modified Squall MLRS missiles that have improved tracking capability to ensure the missiles can hit their target.,,,
csp_cetanmirv,WEAPON,"An arm constructed for the Cetan-Class Mech fitted with a downscaled Hurricane MIRV Launcher that had its subminitions swapped out for upgraded Swarmer SRMs that are fitted with a heavier payload and additional armor at the cost of less fuel, reducing their range after splitting. The launcher is fitted with an autoloader that allows it to launch the MIRVs in rapid bursts of 3, giving it exceptional anti-fighter capability.",,,
csp_devesatorarm,WEAPON,"An arm constructed for the Cetan-Class Mech fitted with a very downscaled Devesator Cannon that only has 2 barrels instead of 3 and suffers from increased refire delay and less shots per burst. Its performance, however, should still be comparable to its fullsized counterpart.",,,
csp_lagarm,WEAPON,An arm put together for the Motorhead fitted with 2 Light Assault Guns cheaply assembled by the Pirates to provide the mech an form of anti armor weaponry when no better alternative is around.,,,
csp_annihilatorarm,WEAPON,"An arm put together for the Motorhead, posessing an Annihilator Rocket Launcher cheaply installed by the Pirates, allowing the mech to easily strip armor and distract PD for other ships when in a fleet battle.",,,
csp_mjhonir_armL,WEAPON,"Downscaled Mjolnir system designed to fit inside a Cetan's arm. Due to the numerous modifications performed to the weapon, it lost most of its firepower and EMP charge but is cheaper in flux cost than its full scale counterpart. This variant is designed to take up the left arm of the Lion's Guard Cetan.",,,
