id,type,text1,text2,text3,notes
TADA_herald,SHIP,"For a carrier, the Herald sports an impressive armament that would give pause to any cruiser and a number of battlecruisers, and possesses a sizeable fighter complement on top. However, it is not a battleship by any means, its armor being somewhat limited to maintain favorable tactical mobility. This versatile hull can be outfitted to rely mainly on either its armament or its fighter force, but the design shines on the battlefield when neither are ignored.

Altair Exotech's crown jewel: while arguably their most successful design was the Heron-class, they could have never secured as many significant contracts pre-Collapse without the openings created by the Herald's design. Developed to stand in as compromise for navies struggling with rivalry between the old guard tacticians adamant in the superiority of their ship-of-the-line"" doctrine and their younger officers coming from the rising ""Cruiser School"". With a large number of shared components and operational procedures, it made economical and logistical sense to buy production licenses for both ships. Heralds were often sold at cost, but A.E. made its money back and then more on large orders of Herons.""",,,
TADA_scalper,SHIP,"With its slick hull and numerous weapon emplacements, the Scalper-class is certainly an eye-catcher. Designed with logistic efficiency in mind, this class shares a lot of components with its bigger cousins the Gryphon and Heron. Its versatile weapon layout can easily be adapted for both offensive and defensive roles, although the lack of heavier weapon emplacement can be troublesome against heavier opponents.

Given how adaptable the design is and how neatly it can integrate into most fleet doctrines, the Scalper-class could, and should, have attracted a large amount of buyers. Unfortunately for Altair Exotech, the unveiling of this new design was muddied by rumors of corruption and self-dealing with their previous Domain contracts with even some unconfirmed reports about the alleged use of slave labor to shore-up their shipyard's manpower. Despite vehement denials, those rumors delivered a fatal blow to the Scalper's projected widespread use.",,,
TADA_cassicus,SHIP,"An oddity among destroyer-sized hulls with its central, large, omni-directional, energy mount and integrated point defense AI, the Cassicus-class is capable of offering complementary point defense for other frontline ships. Despite its focus on being an escort ship, it can still prove to be an effective combat vessel itself with the right loadout.

There is a latent rivalry between Cassicus-class captains and ones from other more offensive-oriented classes like the Shrike and Medusa. The latter ones have little respect for a ship too slow to take the initiative on the battlefield and having to rely on an excessively big gun to get anything done while the formers consider their counterparts no higher than hot-headed cowboys commanding space coffins that systematically and needlessly get their ship damaged after yet another failed ""epic maneuver.""",,,
TADA_tempest_pirate,SHIP,"After the Second AI War, many corrupted blueprints became available, sourced by salvagers willing to risk the star systems abandoned by Tri-Tachyon. Many of these were sold to disreputable elements such as black marketeers and pirates, who promptly put them back into service producing low quality but combat-capable ships.

Hardly much of a combat vessel, the dubiously named ""Tempest MK.II"" cannot legitimately be described as an improvement over the extremely advanced and dangerous Tempest. But having the biggest gun around is a form of power in some disreputable circles, and this class of ship is continuously produced in small batches for rising pirate captains with more money than comon sense.
 
The only saving grace of this class is that its armament is arguably a decent negotiation tool when asking civilian transports to pay their ""protection fee.""",,,
TADA_lasherTT,SHIP,"This Lasher class frigate has been thoroughly overhauled by the Tri-Tachyon Corporation. Tri-Tachyon compliant software patches have been installed which are fully integrated with Tri-Pad(R) status monitoring protocols, high-spec flux conduit upgrades performed, shield upgrades performed, and weapon attachment points removed or modified for mounting advanced energy weapons.

The Lasher is clearly not a high-tech ship, but it is dependable, economical and cheap to produce. All qualities that made it an attractive option for the sanctions-ridden Tri-Tachyon Corporation in the aftermath of the First AI War. This model however is a significantly modified design adapted to mount some of the leftover energy weapons from the war, as well as to better comform to the existing combat doctrine. It was not produced in large numbers as the Tri-Tachyon shipyards would soon resume producing more regular high tech ships, but these ships can still be spotted in Tri-Tachyon fleets to this day.",,,
TADA_hightide,SHIP,"In desperate times people turn to desperate measures. An example of that saying, the High-tide class cruiser, is an extensive conversion of the ubiquitous Starliner-class civilian cruise ship into a deadly artillery platform. While not that different from the outside, the interior has been entirely remodelled except for the bridge and engineering sections. The vast majority of the soft compartment that used to be cabins have been gutted out to fit large missile auto-loaders, connected to an impressive array of sideways launchers. Additionally the shuttle bay has been enlarged to support a standard fighter auto-fab. This makes the High-tide capable of sending an inordinate amount of missiles down-range.

In the early days after the collapse, when regular armies were still jealously keeping their military ships for themselves, trading fleets were using High-tides as Q-ships to beef up their defenses against the increasingly frequent pirates attacks. While even a cursory scan would reveal the subterfuge, those pirates were also using converted civilian ships with near-sighted navigation sensors. Adding on top a common excess of confidence given the meager escort those trade fleets could afford, this created a perfect combination to make Q-ships effective. As time went on and those same pirates started to get better hardware, the High-tides began to show the limitations borne from their civilian origin, and they soon were deemed obsolete in all but the direst situations.
 
It must be noted though that despite their inherent fragility in combat, High-tides are generally liked by their crew. This may be explained by the fact that the crew quarters have been placed near the bridge, where the first class suites and restaurants were located on the original Starliner. Given the amount of work already involved in the conversion, the engineers usually do not care to modify them.",,,
TADA_whirlwind,SHIP,"The Whirlwind-class heavy cruiser is a tough and dependable ship sporting an unusual all-heavy-weapons loadout. A callback to a time of slower and more deliberate tactics, the Whirlwind is slower than most ships of its generation but makes up for it with a strong shield and its signature ""Gravitic Hook"" system, allowing it to push back incoming threats within its reach whether it be missiles, fighters, projectiles, or maybe even a reckless frigate that got too close. 

While very easy to outfit for a wide variety of roles, the lack of tactical versatility has somewhat limited this line of ships to second line roles compared to flashier designs like the Aurora-class. A solid phalanx of Whirlwinds will easily stop most attackers in their track.",,,
TADA_gunwall_XIV,SHIP,"A survivor of the original 14th Domain Battle-group which founded the Hegemony, this ship is a prime specimen of the Domain Navy's 'decisive battle' doctrine, particularly exhibited by a series of radical structural modifications performed using pre-Collapse industrial technology. In the case of this particular hull, it is also part of a very limited production series built for testing larger mount emplacements. While the modified models were rejected for general use, the 14th Domain battle-group saw a use for them thanks to their larger mount emplacements. Upon acquiring the lineup of experimental Niagara-class battlewalls and some further modifications to reinforce the superstructure to acceptable levels, the resulting ships were deemed serviceable and painted in the battle-group's livery.",,,
TADA_gunwall,SHIP,"One of the oldest ship classes still in use, the Niagara-class defense platform dates back from the height of the Entrenched Warfare Era. Designed as a leap forward during a size and armor arms-race, it was supposed to completely eclipse all competition at the time. And so it did if only for a short while. Past that grace period, the class never really took back the spotlight despite numerous modernization updates to the blueprints.

Some changes were quite obvious and common for ships of that era, starting with the installation of a shield emmiter, higher performance armor and a massive internal automation to reduce the ludicrous crew complement. Other were not quite as sound like the conversion of half of the cargo-holds into a single automated flight deck that would never quite make a significant difference in combat. The lack of heavy weaponry has always been criticized, despite the claims that they would be required to remove most of the current medium mounts, and inevitably reduce the overall versatility of the design. Despite its shortcomings, the class is still appreciated in local defensive deployments, where the surprising mobility of the Niagara can make all the difference without being held back by its considerable maintenance requirements.",,,
TADA_bully,SHIP,"A starfarer's favorite thanks to a generous cargo bay, reasonable price and maintenance, acceptable defenses and a mean armament. Often-times the first destroyer sized ship to join the ranks of an emerging bounty-hunter fleet, the Bully-class would be ubiquitous if it also did not tend to be the last ship for its eager captains. Overconfidence is a treacherous mistress and the Bully is very much aptly named: while it does not pull its punches against smaller opponents, it also very much does not like to take any in return.

The internal structure resembles a civilian combat freighter more than a true military ship providing wide cargo bays and easy access to every internal compartment. Even the numerous markings help prevent rookie mistakes during maintenance operations, as if the whole ship had been designed for training recruits instead of combat.",,,
TADA_challenger,SHIP,"A reliable frigate class often seen among non government-sanctioned fleets. Universally liked by independent starfarers due to their fair price, thick armor, reasonable logistic profile, and more than adequate weapon layout. Suited to mold talented aspiring officers into grizzled veterans without recklessly risking their lives and the fleet's treasure chest.",,,
TADA_tinnitus,SHIP,"An economical and lightweight frigate with limited versatility meant to be deployed in large numbers. The intended doctrine with this class is to distract and divide an enemy force in a myriad of individual engagements where local superiority could be achieved before the pack moves to reinforce the next nearby duel.

When looked at in a vacuum, a Pest-class frigate is quite a bare-bone spacecraft. Limited armament, limited combat endurance, limited cargo, their only saving grace is their superior maneuvrability and to some extent their average shield that makes them a better vessel than say, a Hound, which is not saying much. However, they start to make a lot more sense in the context of their intended use. Utilizing wolf pack tactics, the aptly named horde of Pest-class frigates can spread chaos in the enemy formations, hunting down the most vulnerable targets and working their way up the food chain as more ships rejoin the pack. While an individual pest has little versatility to offer, the group as a whole may be able to fulfill any task if properly equipped.",,,
TADA_bonnethead,SHIP,"The Bonnethead-class cruiser is a late Expansion Era design, curiously combining some of the tactical tenets of Core, Expansion and the emerging Mastery Era doctrines. It boast tough armor, reasonable tactical maneuverability, and a better than average flux grid for a ship of this technological level. However to offer such performance, other areas had to be sacrificed, starting with the limited weapon emplacements, the anemic on-board logistical facilities, and a reduced shield coverage.

In combat, provided their captain does not overextend, the Bonnethead's performances are more than satisfactory, especially in fleet operations where several units can cover each-other's weaknesses. Even in case of a tactical blunder, it is a very forgiving design able to take some punches without breaking. The only true Bonnethead killers are fast frigates or fighters equipped with EMP weaponry that can outmaneuver it, disable its rear defenses and rapidly dispatch it with torpedo strikes.",,,
TADA_bonnethead_pirate,SHIP,"Drawn by the Bonnethead's durability, some pirate crew has heavily modified this ship's weapon system to focus on two massive frontal mounts that can house either ballistic or missile weapons along with installing a twin burn chamber. Though some fleet commanders may see this design as a poor attempt at creating a more intimidating vessel, this modification of the Bonnethead has become feared among civilian fleets.
",,,
TADA_bonnethead_pather,SHIP,"Following the footseps of their Pirate contemporaries, Pather militants adapted Bonnetheads to their particular doctrine by doing some tinkering of their own to the weapons layout and to the ship's safeties. A couple of spectacular explosions later they decided to settle for a less extensive, and cheaper, set of modifications. They also opted out of oversizing the weapon mounts due to the lack of such large weapons readily available in their stocks, even going as far as downsizing them.
",,,
TADA_owl,SHIP,"A doctrinal oddity, the Owl combines both a forward facing ballistic armament and fighter decks to pummel and harass targets from a distance. Its built-in insulation for its engines along with its electronic counter-measures suite makes it desirable for fleet commanders looking to optimize their fleet's electronic warfare and stealth capabilities. Another boon for the Owl-class is its armored weapon mounts providing improved durability for weapon emplacements during combat engagements.

With only fighter wings to cover its sides, the Owl is a tool of war that needs careful positioning, but in the hands of a competent captain it is a potent precision knife that can make short work out of priority targets. A couple of well piloted Owls can also destroy much larger ships without as much as a scratch, and can even be a formidable addition for mid-sized fleets in a harasser/pursuer role. However, their effectiveness drops sharply in larger engagements where multiple lighter targets can easily outmaneuvre them, destroy their fighters and freely engage them from behind.",,,
TADA_attrition,SHIP,"A very old ship design, optimized for maximum reliability both technologically and tactically. The hull offers little weaknesses to exploit, combining tough armor and numerous overlapping turrets. As a matter of fact, this class has sometimes been dubbed ""Space Urchin"" due to the lack of any blind spot in its weapon coverage.

Despite all its qualities, this design saw limited use in the Domain's battlefleets outside of small flotillas in frontier sectors due to the lack of heavy weapons emplacements. It was infact this reduced role that allowed its design to remain known to the denizens of the Persean sector after the collapse. It is rumored that when the Luddic Church obtained a UAC for the Attrition and began production, it nearly caused a schism thanks to the more advanced technologies utilized in its targetting arrays. However, this rumored schism was avoided when the Second AI War began and the Attrition began proving itself against Tri-Tachyon's fleets.",,,
TADA_foray,SHIP,"While not exactly modular, with the help of a decent dry-dock and some elbow grease, the ventral cargo-hold of a Venture-class Freighter can be replaced with something entirely different. In this instance, a humongous missile storage unit and a dedicated torpedo launcher. While not exactly a combat grade ship, this now well know modification gave smaller independent worlds the possibility of laying siege on smaller pirate strongholds. Sadly for them, it was not long before the same pirates started to convert their own Venture class cruisers in a similar manner and assault small defense stations, albeit with inferior but more readily available weapons.",,,
TADA_crane,SHIP,"An extensive conversion of decommissioned Eagle-class cruisers into fast and sturdy freighters with both a vast cargo hold and large fuel tanks, designed to keep up with military fleets. Though almost useless offensively, they can defend themselves against pursuing strike crafts. 

After the First AI War, the Persean League had a surplus of Eagle-class cruisers that were being replaced in fleet formations by other cruisers that had more missile weaponry such the Champion or Gryphon classes as the Persean League adopted a more ""missile-centered"" fleet doctrine. Seeing an opportunity for profit, Kazeron's shipyards dedicated a small section to converting redundant Eagle-class cruisers into de-militarized freighters to be sold and used by both Independent and League mercantile fleets.",,,
TADA_crane_pirate,SHIP,"While it is a de-militarized surplus Eagle conversion, the Crane-class still posseses many traits of a combat vessel. By virtue of being easier to procure, they turned out to be a perfect platform for pirate shipyards to jury-rig a conversion of their own. The front has been opened to install proper landing strips and convert some of the cargo space for flux capacitors to turn this Crane into an adequate carrier support ship.",,,
TADA_brilliantX,SHIP,"It is rumored among some scientists and historians that AI and phase ships do not mix well as evidenced by the design process that gave rise to the Grendel-class, and that it was a lesson that Tri-Tachyon had to re-learn the hard way when it first introduced the Persean sector to its autonomous fleets.",,,
TADA_scintillaX,SHIP,"It is rumored among some scientists and historians that AI and phase ships do not mix well as evidenced by the design process that gave rise to the Grendel-class, and that it was a lesson that Tri-Tachyon had to re-learn the hard way when it first introduced the Persean sector to its autonomous fleets.",,,
TADA_shine,SHIP,"A remnant of the autonomous AI fleets developed by the Tri-Tachyon Corporation. Illegal under Domain (and Hegemony) law, and an abomination to the Church of Galactic Redemption, the First AI War saw these creations purged from the Sector. At least that is how the official histories tell it.

A very offensive design maximizing damage output at the expense of almost everything else. Able to mount a staggering variety of loadouts, the Shine-class can be fitted for virtually every role with deadly results.",,,
# SHIP-SYSTEMS SHIP-SYSTEMS SHIP-SYSTEMS,,,,,
TADA_readyracks,SHIP_SYSTEM,Reload missile launchers in combat by using two ammo ready-racks.,Special,Reload missile launchers in combat by using two ammo ready-racks.,
TADA_burn,SHIP_SYSTEM,"Lower intensity Burn Drive system that can be sustained during combat operations allowing quick, strategic repositioning.",Movement,Increases the ship's speed and maneuverability at the cost of all flux dissipation. Forces the ship forward.,
TADA_gravHook,SHIP_SYSTEM,Pushes back anything standing in a long but narrow arc in front of the ship. The system can store up to two charges.,Special,Pushes back anything standing in a long but narrow arc in front of the ship. The system can store up to two charges.,
TADA_attitudejets,SHIP_SYSTEM,Engages extra thrusters to greatly improve the ship's maneuverability. Also provides a slight boost to the ship's top speed.,Movement,Provides a instant boost to maneuverability and top speed.,
TADA_drone_sensor,SHIP_SYSTEM,Launches two drones equiped with sensors and an ion cannon that increases the ship's non-missile weapon range. Regenerates charges slowly.,Drone,Launches two drones equiped with sensors and an ion cannon that increases the ship's non-missile weapon range. Regenerates charges slowly.,
